Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Eurozone,Price / Eurozone,Compare At Price / Eurozone,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / United States,Price / United States,Compare At Price / United States,Status,New SKU,FinalSKU
chonks-stonks-tee,,,,,,,,White,,Maple,,M,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-MPL-M,TEE-CHONKSSTONKS-WHT-MPL-M-LT
chonks-stonks-tee,,,,,,,,White,,Maple,,L,TEE-CHONKSTONKS-WHT,150,shopify,9,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-MPL-L,TEE-CHONKSSTONKS-WHT-MPL-L-LT
chonks-stonks-tee,,,,,,,,White,,Maple,,XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-MPL-XL,TEE-CHONKSSTONKS-WHT-MPL-XL-LT
chonks-stonks-tee,,,,,,,,White,,Maple,,2XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-MPL-2XL,TEE-CHONKSSTONKS-WHT-MPL-2XL-LT
chonks-stonks-tee,,,,,,,,White,,Crop Top,,XS,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-CRP-XS,TEE-CHONKSSTONKS-WHT-CRP-XS-LT
chonks-stonks-tee,,,,,,,,White,,Crop Top,,S,TEE-CHONKSTONKS-WHT,150,shopify,9,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-CRP-S,TEE-CHONKSSTONKS-WHT-CRP-S-LT
chonks-stonks-tee,,,,,,,,White,,Crop Top,,M,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-CRP-M,TEE-CHONKSSTONKS-WHT-CRP-M-LT
chonks-stonks-tee,,,,,,,,White,,Crop Top,,L,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-CRP-L,TEE-CHONKSSTONKS-WHT-CRP-L-LT
chonks-stonks-tee,,,,,,,,White,,Crop Top,,XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,35,45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-CRP-XL,TEE-CHONKSSTONKS-WHT-CRP-XL-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,XS,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-XS,TEE-CHONKSSTONKS-WHT-LST-XS-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,S,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-S,TEE-CHONKSSTONKS-WHT-LST-S-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,M,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-M,TEE-CHONKSSTONKS-WHT-LST-M-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,L,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-L,TEE-CHONKSSTONKS-WHT-LST-L-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-XL,TEE-CHONKSSTONKS-WHT-LST-XL-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,2XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-2XL,TEE-CHONKSSTONKS-WHT-LST-2XL-LT
chonks-stonks-tee,,,,,,,,White,,Long Sleeve,,3XL,TEE-CHONKSTONKS-WHT,150,shopify,10,continue,manual,45,49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-CHONKSSTONKS-WHT-LST-3XL,TEE-CHONKSSTONKS-WHT-LST-3XL-LT
wave-of-bad-feelings-crop-hoodie,Wave of Bad Feelings Crop Hoodie,Lonely Kids Club,,Hoodie,"Artist:Warwick Levy, Colour:Black, Fit:Crop Hoodie, Size:L, Size:M, Size:S, Size:XL, Size:XS, Style:Crop Hoodie, Theme:Mental Health Positive",TRUE,Colour,Faded Black,Fit,Crop Hoodie,Size,XS,HOD-WAVEOFBADFEELINGS-FBKCHO,250,shopify,10,continue,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/SuddenWaveOfBadFeelingsCropHoodie1.jpg?v=1672493461,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-XS,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-XS-DK
wave-of-bad-feelings-crop-hoodie,,,,,,,,Faded Black,,Crop Hoodie,,S,HOD-WAVEOFBADFEELINGS-FBKCHO,250,shopify,10,continue,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/SuddenWaveOfBadFeelingsCropHoodie2.jpg?v=1672493461,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-S,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-S-DK
wave-of-bad-feelings-crop-hoodie,,,,,,,,Faded Black,,Crop Hoodie,,M,HOD-WAVEOFBADFEELINGS-FBKCHO,250,shopify,10,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-M,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-M-DK
wave-of-bad-feelings-crop-hoodie,,,,,,,,Faded Black,,Crop Hoodie,,L,HOD-WAVEOFBADFEELINGS-FBKCHO,250,shopify,9,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-L,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-L-DK
wave-of-bad-feelings-crop-hoodie,,,,,,,,Faded Black,,Crop Hoodie,,XL,HOD-WAVEOFBADFEELINGS-FBKCHO,250,shopify,10,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-XL,HOD-WAVEOFBADFEELINGSCROP-FBK-CRP-XL-DK
fuck-off-bomber-jacket,Fuck Off Bomber Jacket,Lonely Kids Club,,Jacket,"Artist:Warwick Levy, Colour:Black, Fit:Bomber, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Style:Bomber Jacket, Theme:Fuck Off",FALSE,Colour,Black,Fit,Bomber Jacket,Size,XS,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/FuckOffBomberJacket1.jpg?v=1672491848,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,archived,JKT-FUCKOFFBOMBER-BLK-BJT-XS,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,S,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/FuckOffBomberJacket2.jpg?v=1672491848,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-S,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,M,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-M,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,L,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-L,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,XL,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-XL,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,2XL,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-2XL,
fuck-off-bomber-jacket,,,,,,,,Black,,Bomber Jacket,,3XL,JKT-FUCKOFF-BLKBJT,350,shopify,20,continue,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,JKT-FUCKOFFBOMBER-BLK-BJT-3XL,
king-chicken-hoodie,King Chicken Hoodie,Lonely Kids Club,,Hoodie,"Artist:Claire Harrison, Colour:Blue, Fit:Regular Hoodie, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Style:Hoodie, Theme:Animals, Theme:Australiana, Theme:Birds, Theme:Ibis, Theme:Our Faves",TRUE,Colour,Slate Blue,Fit,Regular Hoodie,Size,XS,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/KingChickenHoodie1.jpg?v=1672492274,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,HOD-KINGCHICKEN-SLT-REG-XS,HOD-KINGCHICKEN-SLT-REG-XS-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,S,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/KingChickenHoodie2.jpg?v=1672492274,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-S,HOD-KINGCHICKEN-SLT-REG-S-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,M,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-M,HOD-KINGCHICKEN-SLT-REG-M-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,L,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-L,HOD-KINGCHICKEN-SLT-REG-L-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,XL,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-XL,HOD-KINGCHICKEN-SLT-REG-XL-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,2XL,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-2XL,HOD-KINGCHICKEN-SLT-REG-2XL-DK
king-chicken-hoodie,,,,,,,,Slate Blue,,Regular Hoodie,,3XL,HOD-KINGCHICKEN-SBLHOD,300,shopify,25,continue,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,HOD-KINGCHICKEN-SLT-REG-3XL,HOD-KINGCHICKEN-SLT-REG-3XL-DK
i-have-binned-tote,I Have Binned Tote,Lonely Kids Club,,Accessories,"Artist:Claire Harrison, Style:Canvas, Style:Parcel Tote, Style:Tote Bag, Theme:Animals, Theme:Australiana, Theme:Birds, Theme:Ibis, Theme:Ibises",TRUE,Colour,Cream,Style,Parcel Tote,,,TOT-IHAVEBINNED-PTO,150,shopify,100,continue,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/IHaveBinnedTote1.jpg?v=1672492129,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,ACC-IHAVEBINNED-CRM-PTO,ACC-IHAVEBINNED-CRM-PTO-LT
i-have-binned-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/IHaveBinnedTote2.jpg?v=1672492129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC-IHAVEBINNED-NONE-NONE,
bin-juice-tote,Bin Juice Tote,Lonely Kids Club,,Accessories,"Artist:Claire Harrison, Colour:White, Style:Canvas, Style:Tote Bag, Theme:Animals, Theme:Australiana, Theme:Birds, Theme:Ibis, Theme:Our Faves",TRUE,Colour,Cream,Style,Shoulder Tote,,,TOT-BINJUICE-STO,150,shopify,100,continue,manual,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTote1.jpg?v=1672491202,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,ACC-BINJUICE-CRM-STO,ACC-BINJUICE-CRM-STO-LT
bin-juice-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTote2.jpg?v=1672491202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC-BINJUICE-NONE-NONE,
ibis-frenzy-tote,Ibis Frenzy Tote,Lonely Kids Club,,Accessories,"Artist:Claire Harrison, Style:Canvas, Style:Tote Bag, Style:XL Tote, Theme:Animals, Theme:Australiana, Theme:Birds, Theme:Ibis",TRUE,Colour,Cream,Style,Carrie Tote,,,TOT-IBISFRENZY-XLT,150,shopify,100,continue,manual,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/IbisFrenzyTote1.jpg?v=1672492156,1,,FALSE,,,,,,,,,,,,,,,,,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,ACC-IBISFRENZY-CRM-CTO,ACC-IBISFRENZY-CRM-CTO-LT
ibis-frenzy-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/IbisFrenxyTote2.jpg?v=1672492156,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC-IBISFRENZY-NONE-NONE,
bin-juice-tee,Bin Juice Tee,Lonely Kids Club,,Tee,"Artist:Claire Harrison, Colour:Brown, Colour:Purple, Fit:Long Sleeve, Fit:Maple, Fit:Regular, Size:2XL, Size:3XL, Size:L, Size:M, Size:S, Size:XL, Size:XS, Style:Acid Wash, Theme:Animals, Theme:Australiana, Theme:Birds, Theme:Ibis",TRUE,Colour,Tan,Fit,Regular,Size,S,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,active,TEE-BINJUICE-TAN-REG-S,TEE-BINJUICE-TAN-REG-S-DK
bin-juice-tee,,,,,,,,Tan,,Regular,,M,TEE-BINJUICE,150,shopify,9,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-REG-M,TEE-BINJUICE-TAN-REG-M-DK
bin-juice-tee,,,,,,,,Tan,,Regular,,L,TEE-BINJUICE,150,shopify,9,continue,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee2.jpg?v=1672491203,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-REG-L,TEE-BINJUICE-TAN-REG-L-DK
bin-juice-tee,,,,,,,,Tan,,Regular,,XL,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-REG-XL,TEE-BINJUICE-TAN-REG-XL-DK
bin-juice-tee,,,,,,,,Tan,,Regular,,2XL,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-REG-2XL,TEE-BINJUICE-TAN-REG-2XL-DK
bin-juice-tee,,,,,,,,Tan,,Regular,,3XL,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-REG-3XL,TEE-BINJUICE-TAN-REG-3XL-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,S,TEE-BINJUICE,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-S,TEE-BINJUICE-OSW-REG-S-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,M,TEE-BINJUICE,150,shopify,9,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-M,TEE-BINJUICE-OSW-REG-M-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,L,TEE-BINJUICE,150,shopify,8,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-L,TEE-BINJUICE-OSW-REG-L-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,XL,TEE-BINJUICE,150,shopify,7,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-XL,TEE-BINJUICE-OSW-REG-XL-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,2XL,TEE-BINJUICE,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-2XL,TEE-BINJUICE-OSW-REG-2XL-DK
bin-juice-tee,,,,,,,,Orchid Stone Wash,,Regular,,3XL,TEE-BINJUICE,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceOrchidStoneWashTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-OSW-REG-3XL,TEE-BINJUICE-OSW-REG-3XL-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,XS,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-XS,TEE-BINJUICE-TAN-MPL-XS-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,S,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-S,TEE-BINJUICE-TAN-MPL-S-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,M,TEE-BINJUICE,150,shopify,9,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-M,TEE-BINJUICE-TAN-MPL-M-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,L,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-L,TEE-BINJUICE-TAN-MPL-L-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,XL,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-XL,TEE-BINJUICE-TAN-MPL-XL-DK
bin-juice-tee,,,,,,,,Tan,,Maple,,2XL,TEE-BINJUICE,150,shopify,10,continue,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-MPL-2XL,TEE-BINJUICE-TAN-MPL-2XL-DK
bin-juice-tee,,,,,,,,Tan,,Long Sleeve,,S,TEE-BINJUICE,150,shopify,10,continue,manual,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0549/8005/1111/products/BinJuiceTee1.jpg?v=1672491203,kg,,,,,,,,,,,,,,,,,,,,,,,,,,TEE-BINJUICE-TAN-LST-S,TEE-BINJUICE-TAN-LST-S-DK
